tree_code,area_b,area_s,area_u,eccentricity_b,eccentricity_s,eccentricity_u,ellipse_aspect_ratio_b,ellipse_aspect_ratio_s,ellipse_aspect_ratio_u,ellipse_center_0_b,ellipse_center_0_s,ellipse_center_0_u,ellipse_center_1_b,ellipse_center_1_s,ellipse_center_1_u,hu_moment_0_b,hu_moment_0_s,hu_moment_0_u,hu_moment_1_b,hu_moment_1_s,hu_moment_1_u,hu_moment_2_b,hu_moment_2_s,hu_moment_2_u,hu_moment_3_b,hu_moment_3_s,hu_moment_3_u,hu_moment_4_b,hu_moment_4_s,hu_moment_4_u,hu_moment_5_b,hu_moment_5_s,hu_moment_5_u,hu_moment_6_b,hu_moment_6_s,hu_moment_6_u,kurtMaj_b,kurtMaj_s,kurtMaj_u,kurtMin_b,kurtMin_s,kurtMin_u,lenMaj_b,lenMaj_s,lenMaj_u,lenMin_b,lenMin_s,lenMin_u,major_axis_b,major_axis_s,major_axis_u,max_ax_length_b,max_ax_length_s,max_ax_length_u,minor_axis_b,minor_axis_s,minor_axis_u,perimeter_b,perimeter_s,perimeter_u,skewMaj_b,skewMaj_s,skewMaj_u,skewMin_b,skewMin_s,skewMin_u,varMaj_b,varMaj_s,varMaj_u,varMin_b,varMin_s,varMin_u,Leaf.sequenced,Nut.sequenced,Nut.presence.in.our.lab,Year,Nuts.sampled.by.Ferrero,Leaves.sampled.by.Ferrero,Garden.number,Plant.number,Duplicates.and.low.quality,Nut.weight,Nut.roundness.index,Shell.thickness.A,Kernel.roundness.index,Leaf.out.2015,Leaf.out.2016,Number.of.suckers,Vigor,Habit,Involucre.length.nut.length,Nut.cluster,Nut.shape,Nut.cross.section,Nut.shape.apex,Nut.apex.prominence,Size.pistil.scar,Nut.color,Size.basal.scar,Curvature.basal.scar,Nut.stripes,Shell.thickness.B.categories,Kernel.blanching.categories,Paste.protein.percentage,Paste.sugar.percentage,Paste.fat.percentage,Hexanal_D,Heptanal_M,Heptanal_D,Octanal_M,Octanal_D,Nonanal_M,Heptenal_2_M,Heptenal_2_D,Octenal_2_M,Filbertone_M,Filbertone_D,Benzaldehyde_M,furan_2_acetyl_M,phenylacetaldehyde_M,pyr2M_D,pyr25DM_M,pyr25DM_D,pyr2E_M,pyr26DM_M,pyr2E36DM_M,pyr235TRI_M,pyr2E6M_M,pyr2E5M_M,Pentanol_D,Pentanol_T,Hexanol_M,Hexanol_D,Heptanol_M,Octanol_M,Nut.average.size,Nut.perimeter,Nut.maximum.caliber,Nut.minimum.caliber,Nut.circularity
SA_TR7,100501.0,93922.5,87020.75,0.47912856587486863,0.35890342389963364,0.5369019144429644,1.1393901247546954,1.0907285826270465,1.1858250867795859,735.4485778808594,1246.4861679077148,1799.0803833007812,392.9944305419922,978.4643859863281,419.806396484375,0.16114350357228513,0.1614831538172676,0.1619985605130932,0.00037906877459535,0.0003337030853411165,0.0007870880568999,6.714115808826802e-05,9.05115481988944e-05,2.5962682004966495e-05,2.405663810974508e-07,2.771240389586015e-07,2.3022481373633497e-07,-9.998825111218357e-14,-1.1671300354806238e-12,-6.367935234006012e-13,-1.0315367898159313e-09,-4.479397784408207e-09,-5.332079577083134e-09,5.634473017561813e-13,7.566175085366702e-13,5.722156797911215e-14,-1.014205954354214,-1.0067090147604802,-1.0289343795497166,-1.001745096111834,-0.9792843876397805,-1.0269922960010796,379.50894702368544,364.27062717497137,358.73002958344114,340.58046760119254,341.2625853426788,302.0382568246054,382.3436737060547,364.4957275390625,363.7967987060547,368.42170993777444,361.9847435333403,352.17809392486623,335.5886993408203,334.20272064208984,306.8571319580078,1206.8986175656319,1180.8042083084583,1120.7234763503075,0.04672384354742869,-0.016660019756932674,-0.0102942516354825,0.052220089148157345,-0.08864726519740736,0.043245726779883795,9115.40103437761,8416.678791586903,8297.263558592313,7161.86974262628,6836.981983717787,5875.072345350409,1.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SA_TR8,102293.75,102685.625,91438.5,0.49294957239238246,0.3348230561283838,0.5244947032180499,1.1587726122743387,1.0637463023054123,1.1786256315974781,771.2669982910156,1307.2820892333984,1733.3536987304688,252.79595947265625,789.7120056152344,315.2008361816406,0.1615936777252171,0.16002356800441664,0.16193049523037345,0.00056247092159145,9.858074099946846e-05,0.0007200706510261499,4.7570573245333316e-05,3.1138478716618056e-05,3.74944558307486e-05,2.543795768735179e-07,1.9787692047248225e-08,1.897456187667093e-07,3.978923006896258e-13,1.2145958777619214e-15,-3.844373292226651e-13,2.388927930442542e-09,4.423511258517131e-11,-4.5553917402590955e-09,1.0896229754178755e-12,1.543386696158303e-14,3.1063289277707274e-13,-0.9784301010416416,-0.9883284354004732,-0.992475010858981,-0.9767041017444996,-0.9867081764296192,-0.985555906857559,393.3244915914489,374.50398797445564,372.8372424416789,340.21577916262993,356.5252092024882,317.81680009668776,390.1262969970703,374.1812057495117,371.36900329589844,371.71750827114874,382.0021062120543,350.1042758221113,337.14161682128906,351.76123046875,314.9993896484375,1225.2453328967094,1221.8917795717716,1150.9696862101555,-0.04167259794407514,0.0473705138144053,-0.00790766487431145,-0.058160168571493004,-0.015849146560533274,-0.0670865420873673,9464.129564182449,8751.543323542948,8663.556308825247,7148.174198992847,7762.969773833983,6224.550499852989,1.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SA_TR9,99620.0,108645.125,94852.5,0.41695072240457526,0.43122746333862205,0.5793289969339336,1.1016713437779697,1.1107792139580308,1.228871152466609,1229.8800048828125,2249.2987670898438,1227.1892700195312,384.1895446777344,685.7853546142578,942.4746398925781,0.16054128934991,0.16057772672759,0.16302476056103632,0.00022672018041055,0.00028944018232865,0.0010970381665679,5.9296260086750296e-05,2.4279065125437028e-05,3.8928368305126215e-05,1.4411932272003383e-07,3.3712458241546934e-08,4.081924840055553e-07,5.121234385776526e-13,-1.1393952218010274e-14,6.775842413331365e-13,1.4497198303333078e-09,-2.4435027388221334e-10,4.497627802998244e-09,3.4169695774510034e-13,-3.036544973911824e-14,-1.4633921670498245e-12,-0.985756811977575,-0.9969553905105945,-0.9971876598414434,-0.9830375550398182,-0.9891134532627763,-0.9959048243383426,380.009645475408,393.3968518031065,387.92500059535246,345.2369050516143,360.8012704779139,315.6511440944927,374.6622619628906,393.12701416015625,385.8393096923828,353.26289561685735,388.7007670583546,343.8885573071652,340.19761657714844,353.9721374511719,313.65077209472656,1194.4549674391747,1271.033916324377,1180.070190012455,0.0653097172075118,-0.022096667466167275,0.006186796142468101,0.0287444143085857,0.013077969850497924,0.0018862341923288478,8783.896204999794,9668.684735532734,9358.710809129745,7289.51683547807,7864.011201925959,6193.277036390453,1.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SP_TR1,79243.5,87076.375,75788.25,0.27306133769724095,0.38703010723939196,0.4979209814453962,1.0435979175453818,1.0886094541340618,1.1565527967221358,1137.5648803710938,1632.6192474365234,2177.8317260742188,228.7754669189453,712.279541015625,236.26033782958984,0.1604495559773382,0.16062139385027946,0.16107646466841816,8.767438808832467e-05,0.00016456959419142915,0.0005515798653581,6.167068128519986e-05,7.582452929103447e-05,1.4898770617085564e-05,2.601623211807309e-08,2.681806238409192e-07,6.780778525594954e-08,1.633544797308381e-14,1.7647054734768633e-12,-2.3342826398905658e-14,-1.8591741723808912e-10,1.5529774880372612e-09,-6.422159121187707e-10,8.502481254237488e-16,-1.4504677362408048e-13,-7.284724459470788e-14,-0.993889051821434,-0.9982953237679283,-0.9915414087638103,-0.9829722293781535,-1.0027318001516492,-0.9915019787860321,328.1317978607661,350.7243026233482,335.8980871706309,315.936227919241,323.6636116558461,291.64858243770516,325.8417663574219,349.04925537109375,334.2776184082031,325.13961803792176,354.163080011484,316.5191716197952,312.94651794433594,320.9308624267578,288.6859130859375,1103.4133378863335,1139.7313556075096,1050.5224649906158,0.0627892183654112,-0.0480406757561945,0.0010839590722506506,0.002550395818764699,-0.008738178064839348,0.00198889854651315,6726.960061477172,7573.694495052258,7034.555008776804,6062.41812952617,6487.027377124859,5249.826507715785,1.0,0.0,0.0,2022.0,0.0,1.0,,,0.0,1.95,0.91,,,,,1.0,5.0,5.0,7.0,4.0,1.0,1.0,4.0,3.0,5.0,3.0,3.0,3.0,7.0,,9.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SP_TR101,69296.75,79525.375,69819.75,0.49862211585469884,0.3863783259733486,0.5824012428308365,1.1543918195753582,1.0918809507793628,1.2304957072873557,927.0441589355469,1562.2468872070312,2240.2051391601562,236.25494384765622,729.7183990478516,287.4904022216797,0.1610302958740191,0.1604678849604652,0.1628654314596638,0.00051244098593,0.00021556316867997523,0.0011138996414674501,2.832728088443667e-06,3.712866829049383e-05,6.711816849984543e-06,2.172699484383919e-08,4.140935028490785e-07,6.008329179642889e-08,5.5641285136293544e-15,3.5867269732729683e-12,1.085158045853235e-14,1.9207346075095227e-10,4.441964988995554e-09,2.088502117062315e-10,-6.291970382753553e-15,3.086473067964649e-12,8.779943112703184e-16,-1.0002505806435833,-0.9854280089209368,-0.9598350385411369,-1.0012811913520694,-0.9935661028891358,-0.9621457629021302,321.6079005646486,336.75858550617085,338.6330811603127,277.0220020367931,309.36634329191617,273.2683346795329,319.82875061035156,332.7201690673828,330.9583435058594,344.6055716322648,341.2214607135005,300.83217912982644,277.3803405761719,305.7550582885742,269.125732421875,993.1549329161644,1075.024249970913,1007.6940371394157,-0.00917188546916885,-0.03185124348470382,-0.01258839309946675,0.00496409633166235,0.03359740672436068,0.009800043446506701,6375.289090678631,6920.324985140796,6877.9375105790905,4848.8695761682175,5904.0590591332475,4557.555544109971,1.0,0.0,1.0,2022.0,1.0,1.0,,,0.0,1.53,0.86,1.763,,7.0,7.0,,,,,,,,,,,,,,,7.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,118.536,44.628,13.054,11.889,0.747903013
SP_TR102,129405.0,127976.125,128816.25,0.44333149015676365,0.5590922109329001,0.5543119274397434,1.1188600843098266,1.2204278532160755,1.2014798500949915,1186.3147583007812,2263.567108154297,1248.8426818847656,957.428955078125,699.6830062866211,407.37315368652344,0.16065191502481535,0.16389592627589009,0.1621138201620813,0.00030628654985052363,0.0011963436535081,0.0008624090109344499,4.4861108749777686e-05,6.399773854209543e-05,2.12796765467989e-05,5.533244938158089e-08,8.58879048518623e-07,1.6650007129172308e-07,3.244886801188992e-14,-6.942710072753793e-12,1.706159399656201e-13,4.2329979194116265e-10,-3.032029560007204e-08,2.370878432046993e-09,-7.136431059007143e-14,-1.2871580213978989e-12,3.0745519610884667e-13,-0.9932876126234992,-1.027254165328875,-0.9883548052468936,-0.9980449404870495,-1.0107480552542694,-0.9877011301352185,428.7812709704609,443.850218606216,448.58744485778396,385.888735608041,372.06897299775824,373.4612054068365,432.04541015625,448.3078079223633,444.5196533203125,412.1214481655493,437.15720639292596,400.56617219051907,386.2190399169922,366.65657806396484,369.9801483154297,1370.2489070296288,1391.8390014767647,1364.5712349414825,0.02230457530762855,-0.018869445172379776,-0.005965625018699149,-0.005852091009905799,0.07263708654186543,-0.020346620450293597,11506.501030859217,12722.426437916105,12382.116911099132,9376.389000221036,8376.985811675866,8592.998871872878,1.0,0.0,0.0,2022.0,0.0,1.0,,,0.0,3.17,1.09,1.704,0.17,3.0,3.0,9.0,3.0,9.0,7.0,3.0,1.0,1.0,4.0,3.0,5.0,2.0,7.0,1.0,5.0,5.0,5.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SP_TR108,81536.75,74730.5,74365.25,0.5243052650610507,0.4037172196151224,0.6202322591160179,1.1755839904617313,1.1096767869805872,1.2758026817944694,696.1094360351562,1711.2989807128906,736.9102935791016,962.5743408203125,675.6034698486328,436.0409240722656,0.16204987431341966,0.16088151041573273,0.16400791584357005,0.0006077260625438499,0.0003158548155855728,0.00152143229609035,9.133140329363663e-05,4.183564283709825e-05,4.384183012498211e-06,4.706655483087906e-07,4.004475784333428e-07,8.581142263755316e-08,1.8900769139021364e-12,3.246243569524132e-12,7.766005640043518e-14,6.387651156564085e-09,7.73440459790525e-09,2.9319490846428606e-09,-3.3311410414475685e-12,5.664621885184588e-13,-2.8148246504191236e-14,-0.9846576485001348,-0.9596229401815936,-0.9760059577527662,-0.9918650583430797,-0.9675736867237723,-0.9780680611414729,349.65918313102407,335.85197739520675,355.3310578667915,300.3772688994463,297.2326453143802,274.9363120734066,350.10662841796875,324.9637985229492,347.5607452392578,326.05982603694304,337.7665707118076,332.88549592104243,298.34132385253906,294.0671157836914,272.5635986328125,1103.5935309529305,1044.3864252269268,1041.3508924245834,0.08634139054677455,0.02638718043037185,-0.02024350307841315,-0.03749184827979655,-0.028452481697466673,0.0038699773204177003,7590.580162047134,6605.896747410809,7578.197059445147,5695.616795187894,5480.342815544686,4686.45908251209,1.0,0.0,0.0,2022.0,0.0,1.0,,,0.0,1.79,0.87,1.946,0.81,6.0,6.0,7.0,7.0,3.0,7.0,2.0,1.0,1.0,3.0,7.0,3.0,2.0,7.0,3.0,3.0,5.0,7.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SP_TR109,65533.75,74194.875,71770.0,0.5438962000563645,0.5438535714822618,0.5164707926018948,1.1918633857542154,1.1939219684831421,1.1767161816831981,936.5006103515625,1562.691879272461,2246.6353149414062,236.74954223632812,719.6366119384766,248.18788909912112,0.16172435683512587,0.16279866706182303,0.1618390941557344,0.0007800153093996,0.00080772623436115,0.00069770103760125,8.446555687014673e-06,8.126194865027972e-05,3.450437512218245e-05,4.926804772389692e-08,1.292953223055356e-06,2.1664355797455481e-07,2.8235518193533777e-14,2.2480868703843718e-11,1.8661498386902436e-13,4.444856115475362e-10,2.6217159007996904e-08,4.383234966938062e-09,5.240653203626663e-14,-1.0139397285313288e-12,-7.743905955900707e-15,-0.9809600485614125,-0.9443646704906762,-0.9654872167032134,-0.9822112831543353,-0.9551469060932586,-0.9729493860944314,320.2879891577291,350.27923350531194,336.0493123840756,267.4875458541171,285.5986527865572,283.5783359592368,315.2809753417969,335.7869415283203,328.68629455566406,291.4395306062649,351.1021084165747,284.7963366482793,264.52764892578125,281.58829498291016,279.3300018310547,971.2676303982735,1069.3171420395374,1022.8153569102287,-0.018671867056452997,-0.061844795067348246,0.013215793508364949,-0.018652799188804803,0.009609058936338073,-0.0363283144601482,6248.08805045989,7110.445075140223,6763.993431930579,4416.057654094289,5031.037794204094,4924.172289692215,1.0,0.0,1.0,2022.0,1.0,1.0,,,0.0,1.87,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,126.62,51.996,14.23,11.696,0.58853501
SP_TR118,70534.0,81959.0,55065.5,0.520192127523235,0.5257919096081589,0.6258851464676658,1.170913615905804,1.1961208899434626,1.2889117363124305,1150.6754760742188,1643.0567321777344,2161.0150146484375,296.40802001953125,731.0832672119141,285.59483337402344,0.16136510550204675,0.16242361883089376,0.16471068735984684,0.00053901537060935,0.000880886433137425,0.0017125050642984,4.12304777842265e-05,4.280524183985352e-05,2.0865284080071127e-05,1.536128731105911e-07,7.42692431705198e-07,4.869540700997273e-07,-3.2557266707724645e-13,7.086523662209854e-12,2.6588116440453847e-12,-2.8789409754055897e-09,2.321632269627411e-08,2.1466991578587653e-08,2.7959539752741037e-14,8.356982538118261e-13,1.0466767140439299e-13,-0.9906443686602846,-0.9767932852403807,-0.9891550686727704,-0.9910811437733111,-0.9847139282861175,-0.9883306476269151,328.2010684211673,363.149296260135,304.1497888469652,280.7476083167667,299.3621194230194,237.72428964574,326.01219177246094,353.21592712402344,300.7127990722656,320.14705789932304,364.3447880121191,296.3722367940853,278.4270782470703,296.89876556396484,233.43740844726562,1008.5899613499641,1100.513841599226,921.589960873127,-0.017768310435256153,-0.04218861609494155,-0.029499305207264452,-0.005940280091331251,0.014357850670716947,0.0107597819799147,6546.012803915695,7776.768087812368,5698.401480708579,4904.740706778337,5597.224174218193,3436.2443367106393,1.0,0.0,0.0,2022.0,0.0,1.0,,,0.0,1.83,0.55,1.374,0.5,6.0,7.0,5.0,5.0,5.0,7.0,3.0,3.0,3.0,1.0,3.0,5.0,3.0,7.0,3.0,5.0,3.0,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SP_TR121,71927.75,87965.875,74442.75,0.6908012318531571,0.511137098411705,0.616252025287505,1.3833753376111855,1.2125321442271655,1.2720741679497167,739.3306579589844,1840.7563171386719,774.9459533691406,987.7901916503906,697.2356491088867,403.09686279296875,0.1686122700308104,0.1630123861031566,0.16470036785537012,0.00268685292661375,0.0011661898350097406,0.0015794187958490498,9.100022328963924e-05,9.318314091095668e-06,3.991469379853509e-05,2.272244706927026e-06,1.591281885013581e-07,5.563071498046358e-07,1.5224014129378228e-11,2.0108120476217347e-13,1.1691742576380115e-12,4.615546645633812e-08,3.2748293068948533e-09,1.3504435691344143e-09,3.061834804004006e-11,-2.4093709410739465e-13,-4.731847044287067e-12,-0.9186540369792797,-0.9841005024411382,-0.9659259487198364,-0.920888943731559,-0.9861124621137802,-0.976739359782361,369.9381939807914,377.34676018131586,360.84644710280406,268.00026670285683,306.49935169438083,274.63812635418094,356.98866271972656,366.3698196411133,348.0852508544922,324.97249974783466,378.83472869521285,310.3154741426048,258.0854187011719,305.46582794189453,273.59617614746094,1038.6351632475853,1142.0095313489437,1056.9366787075996,-0.0678426692489677,0.02199685832495935,-0.0369317114577915,-0.0497043405560977,0.0027952545197501505,0.0468129374713802,7966.208256625458,8440.747927263907,7649.151263905502,4230.784363678902,5953.245466103912,4685.48914688856,1.0,0.0,0.0,2022.0,0.0,1.0,,,1.0,1.61,0.83,,,,,9.0,5.0,3.0,5.0,3.0,3.0,3.0,3.0,5.0,3.0,2.0,5.0,3.0,3.0,,7.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SP_TR129,74266.25,87536.625,77579.0,0.4520943809962126,0.46134207238702707,0.5063516988860726,1.1287055510128514,1.1404686023938293,1.1623238413431374,1152.2667236328125,2183.7591857910156,1156.422119140625,211.32833099365234,581.178150177002,925.4747924804688,0.16078716132519194,0.16127327823564733,0.1612275795596484,0.00045863343179265,0.00051403798688555,0.0005911191117374,1.4374722269775362e-05,3.4813221592780976e-05,1.8872088719752493e-05,8.348523328075125e-08,1.7709500191597618e-07,9.442706205791326e-08,2.0848572406390555e-14,4.3832296465425194e-13,-1.2608680901942482e-13,-1.415930584057667e-10,4.116818158165632e-09,-1.780254056431268e-09,-1.412416509137054e-13,-1.4021411781065793e-14,-1.603098267359525e-13,-0.9954580559632414,-1.00157122637052,-0.9845105570245306,-0.9928097831525623,-0.9996711467353462,-0.9843581148760852,330.76666501475825,361.19263153438703,344.08571914189304,288.419759572821,314.6363397326803,293.28383908275674,327.28955078125,356.77884674072266,338.89593505859375,308.0240390869135,359.01310262313706,319.08286673501914,290.05364990234375,313.9949645996094,291.7478332519531,1027.6229717731476,1150.4176470041275,1051.9158629179,0.020675960895169848,0.03682793417376005,0.0043902302541313,-0.011069855703888149,0.02454482182504628,-0.04322444731516285,6764.587348458898,7989.500573015978,7216.214123840506,5248.261632768606,6198.894466135514,5361.892913310287,1.0,0.0,0.0,2022.0,0.0,1.0,,,0.0,2.07,0.81,1.477,0.81,5.0,6.0,7.0,5.0,9.0,7.0,2.0,4.0,4.0,3.0,3.0,7.0,3.0,5.0,2.0,3.0,5.0,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SP_TR136,83334.75,86523.625,88860.25,0.5361754975952253,0.4095811639991866,0.6246572606101732,1.1846847375481409,1.099281230605411,1.283526889183529,1789.3241577148438,1222.18408203125,696.2256622314453,355.3284606933594,873.1053466796875,338.67791748046875,0.16165589492956225,0.1605680487191264,0.16442878960732846,0.0007320449225416,0.00022888281383518904,0.0016371115245502,1.4353557333892385e-05,4.746651510316501e-05,6.128852801896308e-06,1.0705728319096313e-07,1.0574727439776346e-07,8.015296532475484e-08,9.652485780343563e-14,-3.5245044650386733e-14,-4.7843338413845424e-14,1.2438603518366214e-09,-9.561606004580815e-11,-2.9020617055467365e-09,1.1793230748884365e-14,2.0703239100663717e-13,2.4958065589002222e-14,-0.9969786642823211,-0.9941515982114968,-1.0069651604552947,-0.9946577569439246,-0.9983630146019442,-1.0069446686956347,356.1570090515587,348.98112140624954,379.32330479002,302.5188441354077,320.1200628181548,298.41114986502095,354.53236389160156,349.21094512939453,381.88780212402344,327.6870707256924,357.98699146715774,353.69810227853975,299.2627410888672,317.96924591064453,297.48748779296875,1093.6645997166634,1131.2460748553276,1139.593533039093,0.027564260958025,0.015116366886722174,-0.00316649337186445,0.009629670988579201,-0.04881953984891875,-0.025548485523879602,7902.585112598874,7588.515025907399,9143.763063223614,5643.078520921566,6378.613437205057,5549.3997328283485,1.0,1.0,1.0,2022.0,1.0,1.0,,,0.0,2.3,0.93,1.55,0.99,3.0,3.0,7.0,5.0,3.0,7.0,3.0,1.0,1.0,3.0,7.0,3.0,2.0,3.0,2.0,5.0,5.0,9.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,142.181,50.751,14.531,12.785,0.693684867
SP_TR137,91959.75,113944.375,82735.75,0.6093252559832012,0.4669658691997432,0.6489581188164946,1.262072990821118,1.1550670741194062,1.3159848477933995,1216.1978454589844,2227.6685791015625,1213.9933471679688,981.1773986816406,677.2836456298828,434.7964324951172,0.1639355103592393,0.161552868112149,0.16531762654601445,0.001416592916036,0.0006334314303656005,0.0019453031113884,3.6240441280904835e-05,1.8290988896313973e-05,1.1907933180555724e-05,4.691113528075597e-07,1.5531676480957382e-07,3.118181918141336e-07,1.8782605460124357e-12,3.871170919963874e-14,6.024470097497605e-13,7.327573210195004e-09,7.334963812519754e-10,1.3645653794518354e-08,-3.082385265861794e-13,3.552205040739983e-13,9.411063351749719e-14,-1.003540603831021,-0.9903134000433045,-0.9883463963976746,-1.0014652046763735,-0.9957585928941342,-0.9876851864388296,386.2983187716419,416.8481036929086,377.6733984264537,304.2878673134382,355.78351221476737,287.02295360878435,383.6450500488281,407.1933822631836,372.37330627441406,369.0296547560681,416.77936147359696,369.030108403225,304.4409637451172,355.33589935302734,282.8702697753906,1162.049376308918,1355.4395059347153,1101.8067353367805,-0.03392172270954275,0.03531242693621855,0.037179380643896545,-0.0179874875093569,0.0020462516449989013,0.0049613026001131995,9272.692699940057,10397.261254782388,8707.00836234866,5872.24105571313,8079.114275458763,5049.386932224799,1.0,0.0,0.0,2022.0,0.0,1.0,,,0.0,2.4,0.8,1.602,0.71,5.0,5.0,7.0,7.0,9.0,3.0,3.0,3.0,3.0,3.0,5.0,5.0,2.0,5.0,3.0,3.0,5.0,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SP_TR148,82708.5,102460.625,74477.5,0.5166799291494834,0.7413748932475378,0.661078907655084,1.1685328797419579,1.5200340893925812,1.3399563702582138,956.9460754394531,1565.9401092529297,2197.817626953125,350.39532470703125,843.0698547363281,356.09100341796875,0.16126005387371029,0.17507266463602547,0.16715784853104945,0.00057661218951035,0.00504635094606365,0.0023971250602695497,2.7906548168303125e-05,0.00011212656211706889,7.273618499151968e-05,1.3236669589055696e-07,1.0714475484906923e-05,2.2898906312854733e-06,-2.2207391618701472e-13,6.889974693991173e-10,3.5280860055317515e-11,-2.0290446131208734e-09,9.134986731419077e-07,9.752274623469852e-08,3.116886692224254e-13,-5.0727391474250196e-11,-2.2443151853914394e-11,-1.0015385260961036,-0.9778693747475156,-0.9914597788982074,-1.0018594827885967,-0.9820765848707942,-0.9888922857106972,347.8772314567399,452.7691811957005,360.1119459536002,298.9222344934976,296.08206024642584,269.61997244373185,347.87648010253906,444.4126968383789,358.2405242919922,382.4787575800779,453.11055141063173,359.8892500177062,297.1893310546875,296.0635986328125,266.9631652832031,1076.9869312047958,1261.7374528050423,1048.087436556816,-0.01585807464992195,0.09581397018538167,0.07951658992277855,-0.0491264226773766,0.016355187068031726,-0.03701451399469585,7726.346321335396,12349.25424504424,8104.101853998997,5688.4016415048245,5560.334286592099,4437.781979981586,1.0,0.0,1.0,2022.0,1.0,1.0,,,0.0,1.65,0.6,1.206,0.53,6.0,5.0,9.0,5.0,7.0,7.0,4.0,3.0,3.0,1.0,3.0,5.0,2.0,7.0,3.0,7.0,3.0,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,142.171,54.469,18.388,9.846,0.602174108
SP_TR151,67742.75,79212.5,90409.5,0.51741274747513,0.3684820705060641,0.5321480155295515,1.1706420722994735,1.0851233157166373,1.182104191527153,697.9644775390625,1703.6864318847656,732.2297973632812,957.9126892089844,662.6189575195312,391.72218322753906,0.1614075271050374,0.16039734255922566,0.1626398480360107,0.0006027869070259,0.00023957450448165634,0.0008237832755126499,1.754471829678389e-05,2.68223659957693e-05,8.484821699278065e-05,8.38143946084869e-08,5.6584173891889315e-08,6.489924890031615e-07,7.236158970737148e-14,-8.441827777623615e-15,-2.1529228316243258e-13,7.62914145223635e-10,-2.4462444466801233e-10,-6.411388949606443e-10,7.807068170494393e-14,7.743847379586296e-14,-7.908103920475598e-12,-0.9836585109914415,-1.0017422089564834,-1.0073891644960793,-0.9842157362546144,-0.9946621895057942,-0.9986608913449194,322.11171068666556,336.3127424582726,373.70519062776555,276.28073220179346,306.16127495198145,312.7713207464241,318.3169708251953,331.08666229248047,370.4311065673828,302.67639485100256,336.8532444889294,334.61278017802067,272.1763000488281,305.72296142578125,313.30226135253906,989.7234746813774,1096.0579987764359,1173.5554730296135,0.01039106622492735,0.02105645782164105,-0.0563701282507653,-0.03074269389219815,-0.011234464614371203,0.024510955087864397,6307.228929285395,6924.380660646579,8688.579510910904,4692.249330494203,5851.120433915282,6100.165815371864,1.0,0.0,0.0,2022.0,0.0,1.0,,,0.0,1.86,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
